,MASS,COMMON_NAME,FORMULA
118,760.5618,"PG(O-16:0/20:2(11Z,14Z));PG(O-18:0/18:2(9Z,12Z));PG(P-16:0/20:1(11Z));PG(P-18:0/18:1(9Z));PG(P-20:0/16:1(9Z))",C42H81O9P
119,762.4472,"PG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",C42H67O10P
120,762.5411,PG(13:0/22:1(11Z));PG(14:1(9Z)/21:0);PG(15:0/20:1(11Z));PG(15:1(9Z)/20:0);PG(16:0/18:0(11Cp));PG(16:0/19:1(9Z));PG(16:1(9Z)/19:0);PG(17:0/18:1(9Z));PG(17:1(9Z)/18:0);PG(18:0/17:1(9Z));PG(18:1(9Z)/17:0);PG(19:0/16:1(9Z));PG(19:1(9Z)/16:0);PG(20:0/15:1(9Z));PG(20:1(11Z)/15:0);PG(21:0/14:1(9Z));PG(22:1(11Z)/13:0),C41H79O10P
121,762.5775,PG(O-16:0/20:1(11Z));PG(O-18:0/18:1(9Z));PG(O-20:0/16:1(9Z));PG(P-16:0/20:0);PG(P-18:0/18:0);PG(P-20:0/16:0),C42H83O9P
122,764.4628,"PG(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PG(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z));PG(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z));PG(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z));PG(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z));PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",C42H69O10P
123,764.5567,PG(13:0/22:0);PG(14:0/21:0);PG(15:0/20:0);PG(16:0/19:0);PG(17:0/18:0);PG(18:0/17:0);PG(19:0/16:0);PG(20:0/15:0);PG(21:0/14:0);PG(22:0/13:0),C41H81O10P
124,764.5931,PG(O-16:0/20:0);PG(O-18:0/18:0);PG(O-20:0/16:0),C42H85O9P
125,766.4785,"PG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));PG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z));PG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z));PG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z));PG(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z));PG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z));PG(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z));PG(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z));PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",C42H71O10P
126,768.4941,"PG(14:1(9Z)/22:4(7Z,10Z,13Z,16Z));PG(16:0/20:5(5Z,8Z,11Z,14Z,17Z));PG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z));PG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z));PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z));PG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z));PG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z));PG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z));PG(18:4(6Z,9Z,12Z,15Z)/18:1(9Z));PG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z));PG(20:5(5Z,8Z,11Z,14Z,17Z)/16:0);PG(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",C42H73O10P
127,770.5098,"PG(14:0/22:4(7Z,10Z,13Z,16Z));PG(16:0/20:4(5Z,8Z,11Z,14Z));PG(16:1(9Z)/20:3(8Z,11Z,14Z));PG(18:0/18:4(6Z,9Z,12Z,15Z));PG(18:1(9Z)/18:3(6Z,9Z,12Z));PG(18:1(9Z)/18:3(9Z,12Z,15Z));PG(18:2(9Z,12Z)/18:2(9Z,12Z));PG(18:3(6Z,9Z,12Z)/18:1(9Z));PG(18:3(9Z,12Z,15Z)/18:1(9Z));PG(18:4(6Z,9Z,12Z,15Z)/18:0);PG(20:3(8Z,11Z,14Z)/16:1(9Z));PG(20:4(5Z,8Z,11Z,14Z)/16:0);PG(22:4(7Z,10Z,13Z,16Z)/14:0)",C42H75O10P
